,Número Licitação,Código UG,Nome UG,Código Modalidade Compra,Modalidade Compra,Número Processo,Objeto,Situação Licitação,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Município,Data Resultado Compra,Data Abertura,total,tipo,TAG
25,12021,155912,HOSPITAL UNIVERSITARIO JULIO BANDEIRA,-99,Pregão - Registro de Preço,23771002431202037,"Objeto: Pregão Eletrônico -  Aquisições de Reagentes e Insumos laboratoriais, para o Laboratório de Análises Clínicas do Hospital Universitário Júlio Bandeira - HUJB.",Evento de Resultado de Julgame,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,CAJAZEIRAS,08/01/2021,06/01/2021,1150.0,COMPRA/SERVIÇOS,0
26,12021,158009,INST. FED. DO PARANA/ REITORIA,-99,Pregão - Registro de Preço,23411004956202004,"Objeto: Pregão Eletrônico -  Contratação de Empresa para prestação de serviços de Tradutor/ Intérprete de Libras e Guia-Tradutor Intérprete de Libras para o IFPR, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.",Evento de Resultado de Julgame,26000,Ministério da Educação,26432,Instituto Federal do Paraná,CURITIBA,30/01/2021,19/01/2021,79465.41,COMPRA/SERVIÇOS,0
27,12021,160041,40 BATALHAO DE INFANTARIA,-99,Pregão - Registro de Preço,64065006528202072,Objeto: Pregão Eletrônico -  Eventual e futura aquisição de materiais para manutenção de bens imóveis - hidráulico,Evento de Resultado de Julgame,52000,Ministério da Defesa,52121,Comando do Exército,CRATEUS,20/01/2021,18/01/2021,2000.0,COMPRA/SERVIÇOS,0
28,12021,160053,11 GRUPO DE ARTILHARIA ANTIAEREA,-99,Pregão - Registro de Preço,64541008620202012,Objeto: Pregão Eletrônico -  Atender as necessidades do gabinete odontológio do 11  Grupo de Artilharia Antiaérea,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,BRASILIA,06/01/2021,06/01/2021,2180.0,COMPRA/SERVIÇOS,0
29,12021,160367,3 BATALHAO DE ENGENHARIA DE COMBATE,-99,Pregão - Registro de Preço,64032002015202070,"Objeto: Pregão Eletrônico -  Objeto é a contratação de empresa para prestação de serviço de transporte rodoviário, PE 01/2021.",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,CACHOEIRA DO SUL,05/01/2021,24/12/2020,11628.0,COMPRA/SERVIÇOS,0
30,12021,200117,SUPERINTENDENCIA REG. POL. RODV. FEDERAL-SP,-99,Pregão - Registro de Preço,08658055768202050,Objeto: Pregão Eletrônico -  Aquisição de água mineral envasada em garrafão de 20 (vinte) litros,Evento de Resultado de Julgame,30000,Ministério da Justiça e Segurança Pública,30802,Departamento de Polícia Rodoviária Federal,SAO PAULO,29/01/2021,29/01/2021,0.0,COMPRA/SERVIÇOS,0
31,12021,201057,CENTRAL DE COMPRAS E CONTRATACOES - CENTRAL,-99,Pregão - Registro de Preço,19973107045202097,"Objeto: Pregão Eletrônico -  Registro de Preços visando a eventual contratação de transporte terrestre ou agenciamento/intermediação de transporte terrestre dos servidores, empregados e colaboradores a serviço dos órgãos e entidades da Administração Pública, por demanda, no município de Recife e região metropolitana, conforme especificações contidas no Edital e Aenxos.",Evento de Resultado de Julgame,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,BRASILIA,25/01/2021,25/01/2021,4466991.8,COMPRA/SERVIÇOS,1
32,12021,250057,INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,-99,Pregão - Registro de Preço,25057007673201984,"Objeto: Pregão Eletrônico -  Aquisição de medicamentos padronizados, itens facilmente encontrados no mercado consumidor",Evento de Resultado de Julgame,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,RIO DE JANEIRO,22/01/2021,18/01/2021,3662650.72,COMPRA/SERVIÇOS,1
33,12021,257028,DISTRITO SANIT.ESP.INDIGENA - MEDIO PURUS,-99,Pregão - Registro de Preço,25038000413202040,"Objeto: Pregão Eletrônico -  Registro de preços para futura aquisição de materiais de consumo e permanente, (bombas submersas, controladores de energia, inversores, baterias estacionárias, módulos fotovoltaicos e etc), visando garantir a operação dos sistemas de abastecimento de água nas aldeias indígenas abrangidas pelo Distrito Sanitário Especial Indígena - DSEI Médio Rio Purus através da perfuração de poços, possibilitando e garantindo a prevenção de doenças e contaminações à população indígena.",Evento de Resultado de Julgame,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,LABREA,26/01/2021,18/01/2021,229.5,COMPRA/SERVIÇOS,0
34,12021,343028,CENTRO LUCIO COSTA - CLC,-99,Pregão - Registro de Preço,01458000157202081,"Objeto: Pregão Eletrônico -  A presente contratação tem como objeto a aquisição de materiais de consumo diversos com a finalidade de atender às demandas dos setores da unidade Centro Lucio Costa, conforme condições, quantidades e exigências estabelecidas neste instrumento.",Evento de Resultado de Julgame,54000,Ministério do Turismo,20411,Instituto do Patrimônio Histórico e Artístico,RIO DE JANEIRO,18/01/2021,18/01/2021,804.0,COMPRA/SERVIÇOS,0
35,12021,783602,ESCOLA DE APREND.-MARINHEIROS DE PERNAMBUCO,-99,Pregão - Registro de Preço,63133001527202018,Objeto: Pregão Eletrônico -  Registro de Preços para eventual aquisição de Gás Liquefeito de Petróleo (GLP) a granel (KG).,Evento de Alteração Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,OLINDA,26/01/2021,26/01/2021,349150.0,COMPRA/SERVIÇOS,0
36,22020,925016,FUNDAÇÃO MUNICIPAL DE SAÚDE DE NITERÓI/RJ,-99,Pregão - Registro de Preço,200009061/2019,"Objeto: Pregão Eletrônico -  Eventual fornecimento de água mineral natural (sem gás), acondicionada em garrafão de 20 (vinte) litros",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95320,ESTADO DO RIO DE JANEIRO,Inválido,07/01/2021,20/02/2020,148552.8,COMPRA/SERVIÇOS,0
37,22020,926418,COMPANHIA DE SERVIÇOS URBANOS DE NATAL,-99,Pregão - Registro de Preço,20200439039,Objeto: Pregão Eletrônico -  Aquisição de Fardamento,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,94420,ESTADO DO RIO GRANDE DO NORTE,Inválido,21/01/2021,30/12/2020,840.0,COMPRA/SERVIÇOS,0
38,22020,130017,LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PA,-99,Pregão - Registro de Preço,21003.000336/2020,"Objeto: Pregão Eletrônico -  Aquisição de materiais químicos e  materiais de referência certificados, para atendimento prioritariamente das Unidades Laboratoriais que integram a Divisão Técnica Laboratorial do Laboratório Federal de Defesa Agropecuária no Pará (DLAB/LFDA-PA), conforme condições, quantidades e exigências estabelecidas.",Publicado,22000,"Ministério da Agricultura, Pecuária e Abastec",22000,"Ministério da Agricultura, Pecuária e Abastec",BELEM,15/01/2021,18/12/2020,990.0,COMPRA/SERVIÇOS,0
39,22020,152143,IFB - CAMPUS RECANTO DAS EMAS,-99,Pregão - Registro de Preço,23513001754202054,"Objeto: Pregão Eletrônico -  Eventual aquisição de equipamentos audiovisuais, de informática e correlatos para atender às necessidades educacionais do Campus Recanto das Emas, IFB, conforme condições, quantidades e exigências estabelecidas no Edital.",Publicado,26000,Ministério da Educação,26428,Instituto Federal de Brasília,BRASILIA,28/01/2021,18/12/2020,18053.0,COMPRA/SERVIÇOS,0
40,22020,154706,IF CATARINENSE - CAMPUS BRUSQUE,-99,Pregão - Registro de Preço,23514000900202014,"Objeto: Pregão Eletrônico -  Eventual aquisição de Equipamentos Laboratoriais, Materiais Laboratoriais e Reagentes de Química para atender às necessidades do Instituto Federal de Educação, Ciência e Tecnologia Catarinense   Campus Brusque e demais órgãos participantes",Evento de Resultado de Julgame,26000,Ministério da Educação,26422,Instituto Federal Catarinense,BRUSQUE,15/01/2021,08/10/2020,178.2,COMPRA/SERVIÇOS,0
41,22020,154773,INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO,-99,Pregão - Registro de Preço,23495000358202075,"Objeto: Pregão Eletrônico -  Aquisição de bens para manutenção geral, incluindo componentes e peças de reposição para uso nos campi do IFSul",Evento de Resultado de Julgame,26000,Ministério da Educação,26436,Instituto Federal Sul-rio-grandense,SANTANA DO LIVRAMENTO,18/01/2021,18/11/2020,1877.46,COMPRA/SERVIÇOS,0
42,22020,158355,INST. FED. PIAUI/CAMPUS FLORIANO,-99,Pregão - Registro de Preço,23180000232202044,"Objeto: Pregão Eletrônico -  Registro de preço para futura e eventual aquisição, sob demanda, de material de consumo e Permanente para o Setor de Saúde, vinculado à Direção de Administração e Planejamento, a fim de atender as necessidades e garantir a segurança na qualidade dos atendimentos realizados aos alunos, servidores do Instituto Federal de Educação, Ciência e Tecnologia do Piauí   IFPI Campus Floriano, conforme condições, quantidades e exigências descritas no Edital e seus anexos.",Evento de Resultado de Julgame,26000,Ministério da Educação,26431,Instituto Federal do Piauí,FLORIANO,12/01/2021,27/10/2020,0.0,COMPRA/SERVIÇOS,0
43,22020,158487,CAMPUS SAO GONCALO,-99,Pregão - Registro de Preço,23277000087202084,"Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de uniformes escolares para o corpo discente do Instituto Federal de Educação, Ciência e  Tecnologia do Rio de Janeiro (IFRJ)",Publicado,26000,Ministério da Educação,26433,Instituto Federal do Rio de Janeiro,SAO GONCALO,28/01/2021,29/09/2020,20280.0,COMPRA/SERVIÇOS,0
44,22020,158570,IF SERTAO PE/CAMPUS OURICURI,-99,Pregão - Registro de Preço,23416000036202069,Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de materiais de embalagens para atender as demandas da Reitoria e dos Campi do IF Sertão Pernambucano.,Publicado,26000,Ministério da Educação,26430,Instituto Federal do Sertão de Pernambuco,OURICURI,13/01/2021,04/12/2020,0.0,COMPRA/SERVIÇOS,0
45,22020,159002,INST.FED.TRIA.MIN./CAMPUS UBERLANDIA CENTRO,-99,Pregão - Registro de Preço,23468002543201998,"Objeto: Pregão Eletrônico -  Aquisição de FERRAMENTAS para o Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro.",Evento de Resultado de Julgame,26000,Ministério da Educação,26413,Instituto Federal do Triângulo Mineiro,UBERLANDIA,21/01/2021,30/12/2020,281.54,COMPRA/SERVIÇOS,0
46,22020,160027,4º BATALHAO DE ENGENHARIA DE CONSTRUCAO,-99,Pregão - Registro de Preço,64042004821202063,Objeto: Pregão Eletrônico -  Aquisição de materiais e insumos para utilização nas atividades relativas à gestão ambiental.,Evento de Resultado de Julgame,52000,Ministério da Defesa,52121,Comando do Exército,BARREIRAS,28/01/2021,12/01/2021,0.0,COMPRA/SERVIÇOS,0
47,22020,160133,10 REGIMENTO DE CAVALARIA MECANIZADO,-99,Pregão - Registro de Preço,64679002953202063,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios,Evento de Resultado de Julgame,52000,Ministério da Defesa,52121,Comando do Exército,BELA VISTA,28/01/2021,22/12/2020,0.0,COMPRA/SERVIÇOS,0
48,22020,160156,44 BATALHAO DE INFANTARIA MOTORIZADO,-99,Pregão - Registro de Preço,64104004406201902,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios e gás liquefeito de petróleo (GLP).,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,CUIABA,28/01/2021,27/11/2020,239760.0,COMPRA/SERVIÇOS,0
49,22020,160242,BASE ADM DO COMPLEXO DE SAUDE DO RJ,-99,Pregão - Registro de Preço,65475000250202061,Objeto: Pregão Eletrônico -  Aquisição de material de consumo de uso geral para a Base Administrativa do Complexo de Saúde do Rio de Janeiro.,Evento de Reabertura de Prazo ,52000,Ministério da Defesa,52121,Comando do Exército,RIO DE JANEIRO,25/01/2021,25/11/2020,79.0,COMPRA/SERVIÇOS,0
50,22020,160298,COMANDO DA 1 REGIAO MILITAR,-99,Pregão - Registro de Preço,64279010774202013,Objeto: Pregão Eletrônico -  Aquisição de gêneros alimentícios - Quantitativo de Subsistência (QS).,Evento de Suspensão Publicado,52000,Ministério da Defesa,52121,Comando do Exército,RIO DE JANEIRO,18/01/2021,07/07/2020,0.0,COMPRA/SERVIÇOS,0
51,22020,160318,ESCOLA DE SARGENTOS DE LOGISTICA,-99,Pregão - Registro de Preço,65340002202202032,"Objeto: Pregão Eletrônico -  Contratação de pessoa jurídica do ramo para prestação de serviço de ajuste geral de uniformes para o corpo discente e docente da Escola de Sargentos de logística, conforme condições, quantidades e exigências estabelecidas no Termo de Referência.",Evento de Resultado de Julgame,52000,Ministério da Defesa,52121,Comando do Exército,RIO DE JANEIRO,21/01/2021,05/10/2020,17000.0,COMPRA/SERVIÇOS,0
52,22020,160357,12 COMPANHIA DE COMUNICACOES MECANIZADA,-99,Pregão - Registro de Preço,64383005573202092,"Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de materiais de informática para a 12ª Cia Com Mec e Unidades Gestoras do GCALC da 2ª Bda C Mec, conforme condições estabelecidas no Edital e seus anexos.",Publicado,52000,Ministério da Defesa,52121,Comando do Exército,ALEGRETE,08/01/2021,14/09/2020,0.0,COMPRA/SERVIÇOS,0
53,22020,160488,COMANDO DA 2  REGIAO MILITAR,-99,Pregão - Registro de Preço,64287009861202029,Objeto: Pregão Eletrônico -  Contratação de Empresa para Prestação de Serviços de Evacuação Médica em Ambulâncias Tipo B e D.,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,SAO PAULO,06/01/2021,29/12/2020,2927774.4,COMPRA/SERVIÇOS,1
54,22020,254447,INST NACIONAL DE SAUDE FERNANDES FIGUEIRA,-99,Pregão - Registro de Preço,25384100584201902,Objeto: Pregão Eletrônico -  Aquisição de materiais hospitalares.,Evento de Resultado de Julgame,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,RIO DE JANEIRO,14/01/2021,23/06/2020,84000.0,COMPRA/SERVIÇOS,0
55,22020,781100,COMANDO DO GRUPAMENTO DE PATRULHA NAV. DO SUD,-99,Pregão - Registro de Preço,63270000590202062,"Objeto: Pregão Eletrônico -  Futura e eventual aquisição de baterias recarregáveis, carregadores portáteis de baterias e água desmineralizada para atender demanda deste Grupamento e meios subordinados.",Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,RIO DE JANEIRO,06/01/2021,09/12/2020,170.0,COMPRA/SERVIÇOS,0
56,22021,925509,TRIBUNAL DE JUSTIÇA DO ESTADO DO ACRE,-99,Pregão - Registro de Preço,0005614-84.2020,"Objeto: Pregão Eletrônico -  Aquisição eventual e futura de botijas e carga de gás (GLP) de 13 Kg para à Comarca de Rio Branco, por um perído de 12 (doze) meses, conforme as condições, quantidades e exigências estabelecidas neste Edital e seus anexos.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,93120,ESTADO DO ACRE,Inválido,29/01/2021,07/01/2021,38380.0,COMPRA/SERVIÇOS,0
57,22021,926486,PMA - PREFEITURA MUNICIPAL DE ASSIS - SP,-99,Pregão - Registro de Preço,002,Objeto: Pregão Eletrônico -  Registro de preços de bens comuns visando futuras aquisições de tubos de concreto,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,95420,ESTADO DE SAO PAULO,Inválido,26/01/2021,26/01/2021,141750.0,COMPRA/SERVIÇOS,0
58,22021,926288,SECRETARIA MUNICIPAL DE SAUDE DE PETROLINA,-99,Pregão - Registro de Preço,003/2021,"Objeto: Pregão Eletrônico -  Eventual aquisição de rações e feno, para suprir as necessidades da Secretaria Municipal de Saúde de Petrolina-PE.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,94620,ESTADO DE PERNAMBUCO,Inválido,25/01/2021,25/01/2021,28440.0,COMPRA/SERVIÇOS,0
59,22021,926523,"SEC DE EST DA AGR, ABASTECIMENTO E DESN RURAL",-99,Pregão - Registro de Preço,70000041502020-93,"Objeto: Pregão Eletrônico -  Registro de Preços para a eventual aquisição de tratores agrícolas de no mínimo 120 e 140 cvs a fim de atender a Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural - SEAGRI, conforme condições e especificações constantes neste Termo de Referência e seus Anexos, de acordo com o detalhamento descrito no item 3 do Termo de Referência, Anexo I do Edital.",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,97400,DISTRITO FEDERAL,Inválido,21/01/2021,21/01/2021,0.0,COMPRA/SERVIÇOS,0
60,22021,120195,CENTRO DE AQUISICOES ESPECIFICAS,-99,Pregão - Registro de Preço,67106003356202040,Objeto: Pregão Eletrônico -  Aquisição de Hélio Líquido Refrigerado para recarga da Ressonância Magnética a fim de suprir as necessidades do Hospital de Força Aérea do Galeão,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,RIO DE JANEIRO,28/01/2021,28/01/2021,0.0,COMPRA/SERVIÇOS,0
61,22021,120630,BASE AEREA DE DE MANAUS,-99,Pregão - Registro de Preço,67298007702202059,"Objeto: Pregão Eletrônico -  Aquisição de GÁS LIQUEFEITO PETRÓLEO - GLP para atender as necessidades do Serviço do Grupamento de Apoio de Manaus (GPA-MN) e das unidades apoiadas, conforme condições, quantidades, exigências e estimativas, estabelecidas no Edital e seus anexos.",Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,MANAUS,12/01/2021,11/01/2021,0.0,COMPRA/SERVIÇOS,0
